ag_key,estate,property,shares,property_risk,shares_risk,threshold,margin,risk_percent
725,178847,317907,108216,0.49119082,0.144297516,325000,10000,0.05
726,101559,294946,74712,0.791470303,0.312454492,325000,10000,0.05
727,288368,191263,40014,0.243810878,0.116539211,325000,10000,0.05
728,41706,308535,72698,0.950602039,0.403441635,325000,10000,0.05
729,283537,31083,161072,1.655663868,0.031950308,325000,10000,0.05
730,147708,8262,75734,22.66908739,0.247302401,325000,10000,0.05
731,72968,17435,69756,15.02907944,0.375640805,325000,10000,0.05
732,290245,37720,20121,1.186505832,0.222429303,325000,10000,0.05
733,48750,50484,63909,5.670113303,0.447902486,325000,10000,0.05
734,125368,48341,115381,4.33652593,0.18168676,325000,10000,0.05
735,197950,4440,177578,30.86711712,0.077177353,325000,10000,0.05
736,17820,143790,90246,2.205855762,0.351461561,325000,10000,0.05
737,242142,88691,33769,1.046983347,0.274980011,325000,10000,0.05
738,253504,110072,21138,0.74038811,0.385542625,325000,10000,0.05
739,99318,323913,140191,0.727608957,0.168114929,325000,10000,0.05
740,79421,18543,108059,13.78304481,0.236518013,325000,10000,0.05
741,191244,223816,138712,0.642295457,0.103636311,325000,10000,0.05
742,147340,146422,142445,1.281638005,0.131742076,325000,10000,0.05
743,122380,257738,77419,0.824946263,0.274635425,325000,10000,0.05
744,278210,280032,34829,0.202798252,0.163053777,325000,10000,0.05
745,55047,62461,173353,4.482044796,0.161493023,325000,10000,0.05
746,169074,258531,86043,0.641803111,0.192840789,325000,10000,0.05
747,261915,221893,52592,0.329370462,0.138966002,325000,10000,0.05
748,11242,65501,198216,4.942794766,0.163335957,325000,10000,0.05
749,143145,102626,128132,1.869458032,0.149732307,325000,10000,0.05
750,238893,97028,95479,0.990507895,0.100657736,325000,10000,0.05
751,51452,267158,146029,1.061349464,0.19417239,325000,10000,0.05
752,244132,22329,170569,4.069506024,0.053273455,325000,10000,0.05
753,102248,272983,21848,0.852624522,1.065324057,325000,10000,0.05
754,34390,79430,129124,3.784590205,0.232807224,325000,10000,0.05
755,71268,205278,94876,1.284755307,0.277975463,325000,10000,0.05
756,527,187500,117657,1.783856,0.284278029,325000,10000,0.05
757,267410,42883,65550,1.576149057,0.103112128,325000,10000,0.05
758,76360,148247,195373,1.744655878,0.132382673,325000,10000,0.05
759,183846,243922,181148,0.619681702,0.083442268,325000,10000,0.05
760,10107,99487,52989,3.265682954,0.613132914,325000,10000,0.05
761,290555,69724,18939,0.637441914,0.234674481,325000,10000,0.05
762,137752,220994,132395,0.892549119,0.148984478,325000,10000,0.05
763,193798,53604,11668,2.634169092,1.210164553,325000,10000,0.05
764,298353,129049,49298,0.283977404,0.074337701,325000,10000,0.05
765,49117,262198,195793,1.090332497,0.146012881,325000,10000,0.05
766,191774,76904,2004,1.862399875,7.147005988,325000,10000,0.05
767,277356,161642,68939,0.356615236,0.08361595,325000,10000,0.05
768,204673,234944,37883,0.554715166,0.344025024,325000,10000,0.05
769,219456,81643,136347,1.415234619,0.084742605,325000,10000,0.05
770,115263,125323,57175,1.753365304,0.384323568,325000,10000,0.05
771,221442,308105,10480,0.368569157,1.083568702,325000,10000,0.05
772,218345,276756,104305,0.421508477,0.111840276,325000,10000,0.05
773,1803,53306,143292,6.250647207,0.232530078,325000,10000,0.05
774,115160,289020,66044,0.760639402,0.332868996,325000,10000,0.05
775,257172,69431,27209,1.120940214,0.286037708,325000,10000,0.05
776,107765,130967,38972,1.735055396,0.583072462,325000,10000,0.05
777,296725,105463,74697,0.36292349,0.051240344,325000,10000,0.05
778,98611,50591,193197,4.672550454,0.122356455,325000,10000,0.05
779,18286,201181,127240,1.574273913,0.24891072,325000,10000,0.05
780,77416,264481,149804,0.973922512,0.171947345,325000,10000,0.05
781,265910,36434,104896,1.896305649,0.065865238,325000,10000,0.05
782,248048,300593,160692,0.289268213,0.05411097,325000,10000,0.05
783,274978,44809,160306,1.339507688,0.037442142,325000,10000,0.05
784,297008,26243,116408,1.447700339,0.032636932,325000,10000,0.05
785,254250,36708,24549,2.199792961,0.328933969,325000,10000,0.05
786,318075,126260,157025,0.134048788,0.010778538,325000,10000,0.05
787,42215,24665,125854,11.87046422,0.232638613,325000,10000,0.05
788,245561,108193,136753,0.826661614,0.065401856,325000,10000,0.05
789,119133,321457,175571,0.671526829,0.122951399,325000,10000,0.05
790,14231,184288,105166,1.740585388,0.305012076,325000,10000,0.05
791,159849,209308,194821,0.836809869,0.089903552,325000,10000,0.05
792,181312,234312,133015,0.655911776,0.115541856,325000,10000,0.05
793,28850,131075,112466,2.335685676,0.272215603,325000,10000,0.05
794,248224,14303,140575,6.066978955,0.061729326,325000,10000,0.05
795,260691,170560,162966,0.435676595,0.045597855,325000,10000,0.05
796,76380,198044,131061,1.305871423,0.197327962,325000,10000,0.05
797,202941,226625,143900,0.582720353,0.091771369,325000,10000,0.05
798,69131,188658,72871,1.409264383,0.364848842,325000,10000,0.05
799,191599,132413,198223,1.082982789,0.07234327,325000,10000,0.05
800,256706,133930,21725,0.584588964,0.360386651,325000,10000,0.05
801,230965,316536,51320,0.328667197,0.202718239,325000,10000,0.05
802,191493,42776,109136,3.354848513,0.131493733,325000,10000,0.05
803,211946,11397,154150,10.79705186,0.079827441,325000,10000,0.05
804,225614,185634,184599,0.589256278,0.059256009,325000,10000,0.05
805,260008,263387,38960,0.284721721,0.1924846,325000,10000,0.05
806,317761,193584,105008,0.089051781,0.016416844,325000,10000,0.05
807,129923,165245,163984,1.241048141,0.125059152,325000,10000,0.05
808,280481,280863,114104,0.194112432,0.047780095,325000,10000,0.05
809,90901,73927,123398,3.301892407,0.197814389,325000,10000,0.05
810,157518,85923,87364,2.065593613,0.203152328,325000,10000,0.05
811,12000,159847,199286,2.020682277,0.162078621,325000,10000,0.05
812,209611,125093,85017,1.00236624,0.147486973,325000,10000,0.05
813,31776,159183,168023,1.904876777,0.18046577,325000,10000,0.05
814,296289,150083,5944,0.257930612,0.651261777,325000,10000,0.05
815,292334,216482,137385,0.19708798,0.031055792,325000,10000,0.05
816,205880,167765,44263,0.76964802,0.29171091,325000,10000,0.05
817,242899,7,159620,13157.28571,0.057700163,325000,10000,0.05
818,267830,53984,145388,1.244257558,0.046200512,325000,10000,0.05
819,13142,143847,7243,2.237502346,4.443711169,325000,10000,0.05
820,128092,211063,173669,0.980313935,0.119139282,325000,10000,0.05
821,125509,91548,120298,2.288318696,0.174143377,325000,10000,0.05
822,257422,102251,175357,0.758701626,0.044240036,325000,10000,0.05
823,172184,322185,140955,0.505349411,0.115509205,325000,10000,0.05
824,52545,204927,24196,1.378320085,1.167362374,325000,10000,0.05
825,15221,109053,95083,2.932326483,0.33631564,325000,10000,0.05
826,31738,160508,131272,1.889388691,0.231018039,325000,10000,0.05
827,302955,315753,20481,0.101487555,0.156462087,325000,10000,0.05
828,180066,130025,166599,1.191570852,0.092998157,325000,10000,0.05
829,112405,281851,144852,0.789761257,0.153670643,325000,10000,0.05
830,141551,206441,134273,0.937066765,0.144071407,325000,10000,0.05
831,235318,19336,170371,5.155254448,0.058508784,325000,10000,0.05
832,290855,234668,189982,0.188116829,0.023236412,325000,10000,0.05
833,145640,161297,141299,1.173983397,0.134013687,325000,10000,0.05
834,313376,206846,122102,0.104541543,0.017709784,325000,10000,0.05
835,59931,214332,124487,1.283378124,0.220962028,325000,10000,0.05
836,181377,8122,5202,18.91442994,2.953152634,325000,10000,0.05
837,314649,310491,160898,0.065544573,0.012648386,325000,10000,0.05
838,157681,155028,176082,1.143786929,0.100702514,325000,10000,0.05
839,185386,224651,170794,0.665984126,0.087599096,325000,10000,0.05
840,133054,107222,100842,1.8834381,0.200259812,325000,10000,0.05
841,195198,115596,67626,1.209401709,0.206728181,325000,10000,0.05
842,320861,71096,44293,0.198871948,0.031921523,325000,10000,0.05
843,305208,322194,67103,0.09246603,0.044397419,325000,10000,0.05
844,251456,275340,100723,0.303421225,0.082944313,325000,10000,0.05
845,304177,156362,53593,0.1971259,0.057513108,325000,10000,0.05
846,320007,319436,166285,0.046935849,0.009016448,325000,10000,0.05
847,229873,223650,192115,0.47005142,0.05472087,325000,10000,0.05
848,3848,321472,160607,1.030111487,0.206187775,325000,10000,0.05
849,269085,142056,39014,0.464007152,0.168952171,325000,10000,0.05
850,31331,94118,18629,3.226471026,1.630087498,325000,10000,0.05
851,227658,67465,193404,1.591076855,0.055501437,325000,10000,0.05
852,153603,14874,165472,12.19557617,0.109623985,325000,10000,0.05
853,315657,196770,82815,0.098302587,0.02335688,325000,10000,0.05
854,100481,290095,21867,0.808421379,1.072479078,325000,10000,0.05
855,112668,91221,83321,2.437289659,0.266837892,325000,10000,0.05
856,198864,209607,116688,0.649482126,0.116666667,325000,10000,0.05
857,137438,126084,129889,1.566907776,0.15210064,325000,10000,0.05
858,179444,227995,188035,0.68227812,0.082727152,325000,10000,0.05
859,123982,10985,148722,19.20964952,0.141887549,325000,10000,0.05
860,126631,280472,125933,0.742922645,0.165460205,325000,10000,0.05
861,234319,304395,87910,0.330757733,0.114527358,325000,10000,0.05
862,204811,133814,73390,0.972910159,0.177393378,325000,10000,0.05
863,151820,217113,62492,0.843708115,0.29312552,325000,10000,0.05
864,221953,292922,125666,0.385928677,0.089958302,325000,10000,0.05
865,199639,80718,18831,1.676961768,0.718820031,325000,10000,0.05
866,66167,188203,68626,1.428420376,0.391736368,325000,10000,0.05
867,121684,297756,152724,0.716412096,0.139674183,325000,10000,0.05
868,160547,274913,46651,0.634575302,0.373953399,325000,10000,0.05
869,14310,180398,90717,1.777680462,0.353505958,325000,10000,0.05
870,6209,153246,117068,2.145511139,0.280854717,325000,10000,0.05
871,219445,211221,3366,0.547081019,3.433006536,325000,10000,0.05
872,248638,35253,194575,2.449777324,0.044384942,325000,10000,0.05
873,78497,227341,86706,1.128274266,0.295830738,325000,10000,0.05
874,324808,286181,42368,0.035613825,0.024055891,325000,10000,0.05
875,217554,79493,192249,1.477438265,0.061090565,325000,10000,0.05
876,163895,66118,133991,2.587873196,0.127698875,325000,10000,0.05
877,139838,17883,182316,10.91326959,0.107046008,325000,10000,0.05
878,47375,254253,197591,1.131255088,0.145565841,325000,10000,0.05
879,34155,219048,153055,1.373420438,0.19656006,325000,10000,0.05
880,15950,136754,49181,2.333021338,0.648726134,325000,10000,0.05
881,7831,237511,71990,1.377489885,0.454464509,325000,10000,0.05
882,200838,6388,147024,21.00219161,0.091251768,325000,10000,0.05
883,303550,102112,114611,0.307995143,0.027440647,325000,10000,0.05
884,296128,279208,177587,0.139222372,0.02188899,325000,10000,0.05
885,242036,237015,192279,0.39222834,0.048348494,325000,10000,0.05
886,179491,48557,157357,3.202607245,0.0988256,325000,10000,0.05
887,156880,182309,96243,0.977022528,0.1850732,325000,10000,0.05
888,32387,176354,124863,1.715940665,0.242356022,325000,10000,0.05
889,248343,29830,53395,2.905028495,0.162294222,325000,10000,0.05
890,229011,216459,159803,0.48964931,0.066324787,325000,10000,0.05
891,98583,169363,70275,1.395918825,0.336416933,325000,10000,0.05
892,266525,190091,11257,0.360222209,0.608288176,325000,10000,0.05
893,55834,34077,138726,8.192211756,0.201235529,325000,10000,0.05
894,159171,47302,103812,3.717157837,0.16937252,325000,10000,0.05
895,164333,62106,18707,2.747995363,0.912316245,325000,10000,0.05
896,165193,151955,35716,1.117482149,0.475436779,325000,10000,0.05
897,174128,321890,110127,0.499773214,0.146078618,325000,10000,0.05
898,157871,110091,15186,1.60893261,1.166396681,325000,10000,0.05
899,205427,157341,122480,0.823517074,0.10579115,325000,10000,0.05
900,272065,113302,13853,0.555462393,0.454305927,325000,10000,0.05
901,68431,168440,44947,1.582575398,0.593074065,325000,10000,0.05
902,122000,215618,103837,0.987858157,0.205129193,325000,10000,0.05
903,24491,303355,130734,1.023582931,0.237512047,325000,10000,0.05
904,195795,49378,197100,2.819170481,0.070626585,325000,10000,0.05
905,46300,141921,175747,2.034230311,0.164270229,325000,10000,0.05
906,51216,219872,98859,1.290678213,0.287059347,325000,10000,0.05
907,48518,310764,104826,0.921863536,0.273292885,325000,10000,0.05
908,313269,210660,172695,0.103156745,0.012583456,325000,10000,0.05
909,128428,34009,15963,6.074039225,1.294067531,325000,10000,0.05
910,224955,324506,129366,0.339115455,0.085064855,325000,10000,0.05
911,128543,48512,191467,4.255792381,0.107829025,325000,10000,0.05
912,9184,12388,23804,26.30093639,1.368744749,325000,10000,0.05
913,111269,266916,78073,0.838207526,0.286566419,325000,10000,0.05
914,238382,38517,191215,2.508450814,0.050528463,325000,10000,0.05
915,112649,318062,191984,0.699080682,0.115817464,325000,10000,0.05
916,32649,280076,59943,1.079531984,0.504397511,325000,10000,0.05
917,153785,216151,197546,0.838372249,0.091733065,325000,10000,0.05
918,77189,306762,184210,0.84042678,0.139954943,325000,10000,0.05
919,282366,197838,24650,0.266045957,0.213525355,325000,10000,0.05
920,218286,12744,16649,9.158349027,0.701027089,325000,10000,0.05
921,160238,87652,68706,1.993816456,0.254362064,325000,10000,0.05
922,147263,174372,112019,1.07664648,0.16759389,325000,10000,0.05
923,163380,104211,190832,1.6468511,0.089932506,325000,10000,0.05
924,78604,72664,184409,3.528514808,0.139036598,325000,10000,0.05
925,18556,33515,61901,9.441861853,0.511209835,325000,10000,0.05
926,283686,65643,148610,0.781713206,0.034529305,325000,10000,0.05
927,10343,24243,72115,13.3917832,0.450193441,325000,10000,0.05
928,29682,282447,91532,1.080974484,0.333564218,325000,10000,0.05
929,219901,208087,93977,0.55312922,0.122475712,325000,10000,0.05
930,311187,5148,123127,4.625679876,0.019340193,325000,10000,0.05
931,288447,22303,155618,2.087297673,0.02991492,325000,10000,0.05
932,136926,191814,102596,1.032635783,0.193062108,325000,10000,0.05
933,27789,61219,197618,5.018229635,0.155456993,325000,10000,0.05
934,221091,211590,38778,0.538347748,0.293746454,325000,10000,0.05
935,93489,54888,198011,4.400069232,0.121968476,325000,10000,0.05
936,172379,227501,116859,0.71481444,0.139160013,325000,10000,0.05
937,180785,147792,194665,1.043459727,0.079220713,325000,10000,0.05
938,272240,166837,1078,0.376175549,5.821892393,325000,10000,0.05
939,188418,179546,116022,0.816403596,0.126339832,325000,10000,0.05
940,44066,177455,167690,1.639480432,0.17349514,325000,10000,0.05
941,199957,8369,49288,16.1360975,0.273987583,325000,10000,0.05
942,313015,236709,145722,0.092877753,0.015086946,325000,10000,0.05
943,61815,111396,166854,2.452377105,0.163726971,325000,10000,0.05
944,47039,134161,151930,2.146383822,0.189535312,325000,10000,0.05
945,149400,63124,129907,2.940244598,0.142871439,325000,10000,0.05
946,252782,10280,48768,7.997859922,0.168590059,325000,10000,0.05
947,300091,5143,121751,6.787672565,0.028672454,325000,10000,0.05
948,36969,117670,34376,2.53276961,0.866974052,325000,10000,0.05
949,122387,238651,102269,0.890895073,0.207895843,325000,10000,0.05
950,31157,225949,192495,1.344741512,0.157844619,325000,10000,0.05
951,134639,281411,144182,0.711987094,0.138963948,325000,10000,0.05
952,315012,144203,165568,0.138610154,0.012072381,325000,10000,0.05
953,252237,66156,88174,1.251027874,0.09386327,325000,10000,0.05
954,324455,61125,117856,0.172515337,0.008947359,325000,10000,0.05
955,54473,115859,194185,2.421279314,0.144463785,325000,10000,0.05
956,183213,163099,20256,0.930643352,0.749343404,325000,10000,0.05
957,167504,321012,126218,0.521774887,0.132703735,325000,10000,0.05
958,296709,136198,22965,0.281142161,0.166736338,325000,10000,0.05
959,232753,172793,18650,0.591731147,0.548241287,325000,10000,0.05
960,23301,206265,136099,1.511157976,0.229023725,325000,10000,0.05
961,281691,312406,183781,0.170640129,0.029006807,325000,10000,0.05
962,59074,288360,142593,0.956880289,0.193505993,325000,10000,0.05
963,255592,182569,133270,0.434947883,0.059584303,325000,10000,0.05
964,310988,199122,28629,0.120589387,0.083872996,325000,10000,0.05
965,13798,162922,185315,1.971507838,0.173327577,325000,10000,0.05
966,131472,228506,72603,0.89068996,0.280330014,325000,10000,0.05
967,101519,182816,25067,1.277136574,0.931427774,325000,10000,0.05
968,16320,69305,189433,4.598225236,0.168228345,325000,10000,0.05
969,256407,254209,61950,0.309166867,0.126865214,325000,10000,0.05
970,59588,258945,76373,1.063592655,0.360614353,325000,10000,0.05
971,256469,239349,116058,0.328102478,0.067665305,325000,10000,0.05
972,5315,132160,35002,2.494589891,0.94190332,325000,10000,0.05
973,201116,269974,49674,0.495914421,0.269525305,325000,10000,0.05
974,226575,42906,155001,2.527035846,0.069951162,325000,10000,0.05
975,6874,17170,110587,19.11042516,0.296712995,325000,10000,0.05
976,43417,84554,111189,3.448482626,0.262240869,325000,10000,0.05
977,129116,280514,73089,0.733952673,0.281689447,325000,10000,0.05
978,187354,87541,75345,1.686592568,0.195959918,325000,10000,0.05
979,263935,76862,129049,0.924579116,0.05506823,325000,10000,0.05
980,244054,224346,47451,0.405382757,0.191662979,325000,10000,0.05
981,322372,72397,197298,0.174427117,0.00640047,325000,10000,0.05
982,248860,9993,103398,8.620034024,0.083309155,325000,10000,0.05
983,40882,103444,39626,2.843258188,0.742234896,325000,10000,0.05
984,207500,132370,101402,0.963209186,0.125737165,325000,10000,0.05
985,295626,132251,26341,0.297721756,0.149478,325000,10000,0.05
986,229535,37634,86722,2.80238614,0.12161274,325000,10000,0.05
987,229103,212878,64414,0.497453941,0.164400596,325000,10000,0.05
988,324518,193421,175896,0.054192668,0.005959203,325000,10000,0.05
989,98869,1099,29223,214.8598726,0.808031345,325000,10000,0.05
990,50022,58174,189179,4.89871764,0.150639342,325000,10000,0.05
991,49712,7997,110418,35.67437789,0.258370918,325000,10000,0.05
992,201699,94533,551,1.410100177,24.19255898,325000,10000,0.05
993,105202,306057,560,0.750833995,41.03535714,325000,10000,0.05
994,616,237010,18660,1.410843424,1.791982851,325000,10000,0.05
995,79557,316528,29662,0.807015493,0.861179287,325000,10000,0.05
996,110536,277516,3404,0.808832644,6.594124559,325000,10000,0.05
997,20779,80127,32671,3.92153706,0.961773438,325000,10000,0.05
998,100243,46880,34063,5.007615188,0.689184746,325000,10000,0.05
999,324320,85532,46733,0.124865547,0.02285323,325000,10000,0.05
1000,182874,113143,12244,1.344546282,1.242453447,325000,10000,0.05
1001,12333,274621,21658,1.174953845,1.489828239,325000,10000,0.05
1002,30591,148236,39013,2.053542999,0.780275806,325000,10000,0.05
1003,254544,97323,6370,0.826690505,1.263045526,325000,10000,0.05
1004,277213,21436,41853,2.695792125,0.138071345,325000,10000,0.05
1005,309989,130680,25902,0.191391185,0.096560111,325000,10000,0.05
1006,77822,24234,47468,10.61228027,0.541792365,325000,10000,0.05
1007,68306,15127,18310,17.63032987,1.456548334,325000,10000,0.05
1008,99025,254438,26782,0.927436153,0.881095512,325000,10000,0.05
1009,22724,235131,16839,1.328093701,1.85448067,325000,10000,0.05
1010,154240,52364,39503,3.451989917,0.4575855,325000,10000,0.05
1011,269495,206186,32356,0.317698583,0.202450859,325000,10000,0.05
1012,100122,307431,40515,0.764002329,0.579730964,325000,10000,0.05
1013,159831,44077,27513,3.974158858,0.636677207,325000,10000,0.05
1014,62274,108250,32112,2.519408776,0.849296213,325000,10000,0.05
1015,54587,171388,11102,1.636129717,2.525788146,325000,10000,0.05
1016,87775,144564,10782,1.710142221,2.29294194,325000,10000,0.05
1017,84911,146788,2392,1.703742813,10.45522575,325000,10000,0.05
1018,268422,253119,47712,0.263030432,0.139541415,325000,10000,0.05
1019,204664,29770,4762,4.378098757,2.73700126,325000,10000,0.05
1020,299058,174846,33846,0.205563753,0.106192755,325000,10000,0.05
1021,205975,28402,31627,4.542813886,0.40795839,325000,10000,0.05
1022,185684,7766,48084,19.22688643,0.31053157,325000,10000,0.05
1023,205414,164095,34448,0.789701088,0.376178588,325000,10000,0.05
1024,16562,184497,10387,1.725979284,3.065736016,325000,10000,0.05
1025,230667,163196,35977,0.639311013,0.289999166,325000,10000,0.05
1026,31668,310830,27362,0.975877489,1.108588553,325000,10000,0.05
1027,162047,118382,26128,1.460973797,0.66194504,325000,10000,0.05
1028,286647,75775,14535,0.638112834,0.332665979,325000,10000,0.05
1029,287733,284103,9596,0.166372759,0.492569821,325000,10000,0.05
1030,63485,5089,14783,53.35331106,1.8366705,325000,10000,0.05
1031,240385,30862,17592,3.065744281,0.537829695,325000,10000,0.05
1032,67620,121172,49172,2.20661539,0.543764744,325000,10000,0.05
1033,209982,215848,38692,0.579194618,0.323110721,325000,10000,0.05
1034,135884,291636,31225,0.682755215,0.637681345,325000,10000,0.05
1035,31611,83113,32660,3.650319445,0.928931415,325000,10000,0.05
1036,280405,172026,27690,0.317364817,0.197165042,325000,10000,0.05
1037,271318,288834,42938,0.220479583,0.148311519,325000,10000,0.05
1038,306732,315116,35024,0.089706648,0.08071037,325000,10000,0.05
1039,230086,115021,20434,0.912129089,0.513428599,325000,10000,0.05
1040,80201,41911,18781,6.079525662,1.356684948,325000,10000,0.05
1041,217578,104431,6226,1.124397928,1.885994218,325000,10000,0.05
1042,144293,131763,38413,1.447348649,0.496464738,325000,10000,0.05
1043,302254,10049,27859,3.2586327,0.117541907,325000,10000,0.05
1044,249220,122836,9497,0.69832948,0.9032326,325000,10000,0.05
1045,243437,219670,29690,0.416820686,0.308396767,325000,10000,0.05
1046,17962,49127,29508,6.45343701,1.074413718,325000,10000,0.05
1047,244100,233188,27558,0.389814227,0.329849771,325000,10000,0.05
1048,248806,18205,6129,4.734633342,1.40633056,325000,10000,0.05
1049,106158,115743,32822,1.977156286,0.697221376,325000,10000,0.05
1050,153802,108650,24558,1.667722043,0.737836957,325000,10000,0.05
1051,96738,247918,2179,0.961051638,10.93446535,325000,10000,0.05
1052,292268,171318,12604,0.249430883,0.339035227,325000,10000,0.05
1053,200296,204446,3140,0.658873248,4.289936306,325000,10000,0.05
1054,51897,276381,11987,1.024321498,2.361750229,325000,10000,0.05
1055,186388,294495,9577,0.504633355,1.551759424,325000,10000,0.05
1056,49590,64066,47236,4.454937096,0.604221357,325000,10000,0.05
1057,144417,11658,49412,16.34782982,0.385701854,325000,10000,0.05
1058,186208,1340,4164,111.038806,3.573294909,325000,10000,0.05
1059,46963,77216,10041,3.730276109,2.868608704,325000,10000,0.05
1060,80350,160942,14111,1.582247021,1.804620509,325000,10000,0.05
1061,298451,21731,42808,1.681883024,0.085378901,325000,10000,0.05
1062,217145,239613,8678,0.491855617,1.358089422,325000,10000,0.05
1063,265916,305738,45092,0.225958173,0.153206777,325000,10000,0.05
1064,61448,23480,45360,11.65042589,0.603068783,325000,10000,0.05
1065,104824,116242,9061,1.98014487,2.540293566,325000,10000,0.05
1066,87609,78819,7793,3.138722897,3.174528423,325000,10000,0.05
1067,63411,74073,14120,3.666504664,1.923434844,325000,10000,0.05
1068,77780,162043,42938,1.587356442,0.599049793,325000,10000,0.05
1069,201634,26166,11321,5.096919667,1.178040809,325000,10000,0.05
1070,315275,78359,28872,0.25172603,0.068318786,325000,10000,0.05
1071,281388,237026,32487,0.226186157,0.16502601,325000,10000,0.05
1072,204628,29713,24055,4.387709084,0.541974641,325000,10000,0.05
1073,174307,71889,8679,2.235293299,1.851515152,325000,10000,0.05
1074,153415,206342,31827,0.880019579,0.570537594,325000,10000,0.05
1075,207146,293636,15402,0.435416638,0.830112972,325000,10000,0.05
1076,322125,152790,7202,0.084265986,0.178769786,325000,10000,0.05
1077,162620,296711,39382,0.580969361,0.437712661,325000,10000,0.05
1078,169837,25833,36300,6.393488948,0.45499449,325000,10000,0.05
1079,269770,70482,37333,0.925484521,0.174724774,325000,10000,0.05
1080,179706,300751,4525,0.51635406,3.431911602,325000,10000,0.05
1081,259843,173029,5376,0.434360714,1.398009673,325000,10000,0.05
1082,308846,70781,42607,0.369505941,0.06138428,325000,10000,0.05
1083,20255,226316,29192,1.390732427,1.07818923,325000,10000,0.05
1084,30621,223802,47031,1.360036997,0.647188025,325000,10000,0.05
1085,118031,299729,39444,0.723883908,0.550068451,325000,10000,0.05
1086,170995,108246,20719,1.515113722,0.791568126,325000,10000,0.05
1087,153825,116384,35434,1.556700234,0.511302704,325000,10000,0.05
1088,275094,120741,30326,0.496152922,0.197540065,325000,10000,0.05
1089,180182,312274,26137,0.495776145,0.592332708,325000,10000,0.05
1090,204556,196446,39308,0.664019629,0.331851023,325000,10000,0.05
1091,144408,289785,47038,0.657701399,0.405187295,325000,10000,0.05
1092,12640,318425,30798,1.012357698,1.046691344,325000,10000,0.05
1093,139808,12883,44210,15.1511294,0.44151097,325000,10000,0.05
1094,2878,260097,28888,1.27691592,1.149688452,325000,10000,0.05
1095,227963,294547,31547,0.363395316,0.339293752,325000,10000,0.05
1096,260180,210892,41501,0.354778749,0.180284812,325000,10000,0.05
1097,168350,224624,18238,0.741906475,0.913751508,325000,10000,0.05
1098,107079,214572,22932,1.062212218,0.993899355,325000,10000,0.05
1099,25033,304981,34776,1.016348559,0.891324477,325000,10000,0.05
1100,46086,130856,35258,2.207877361,0.819428215,325000,10000,0.05
1101,256539,65778,2127,1.192815227,3.688810531,325000,10000,0.05
1102,214604,30780,43507,3.911500975,0.276727883,325000,10000,0.05
1103,90808,50661,8066,4.82011804,3.027423754,325000,10000,0.05
1104,220774,175816,36482,0.649690586,0.313102352,325000,10000,0.05
1105,158027,13927,17746,12.70718748,0.99725572,325000,10000,0.05
1106,103229,91809,222,2.524491063,104.4013514,325000,10000,0.05
1107,259693,93669,33773,0.803969296,0.222979895,325000,10000,0.05
1108,252043,216286,15557,0.383552333,0.533245484,325000,10000,0.05
1109,251634,260164,41493,0.32043634,0.200915817,325000,10000,0.05
1110,226350,55441,5977,1.959740986,1.817801573,325000,10000,0.05
1111,310075,303961,3071,0.082000651,0.811624878,325000,10000,0.05
1112,195801,1253,5451,111.0925778,2.553641534,325000,10000,0.05
1113,80008,298295,43557,0.854831626,0.585421402,325000,10000,0.05
1114,321215,237302,26522,0.058090534,0.051975718,325000,10000,0.05
1115,14336,240177,21615,1.335115352,1.48352533,325000,10000,0.05
1116,121974,178452,42086,1.193743976,0.506168322,325000,10000,0.05
1117,40993,323659,1149,0.90838506,25.58807659,325000,10000,0.05
1118,102997,167021,7488,1.389064848,3.098330662,325000,10000,0.05
1119,108994,221226,49305,1.021606864,0.458383531,325000,10000,0.05
1120,8950,198158,32357,1.645404172,1.007664493,325000,10000,0.05
1121,151809,72209,47447,2.536955227,0.386096065,325000,10000,0.05
1122,81657,275862,11900,0.918368605,2.128932773,325000,10000,0.05
1123,289919,277058,22807,0.162713223,0.197662998,325000,10000,0.05
1124,307691,260395,48133,0.104875286,0.056736542,325000,10000,0.05
1125,243351,22257,48610,4.117760704,0.188539395,325000,10000,0.05
1126,228352,255553,47738,0.417322434,0.22340274,325000,10000,0.05
1127,93463,207571,18334,1.163635575,1.317426639,325000,10000,0.05
1128,110749,54038,39584,4.149876013,0.566519301,325000,10000,0.05
1129,294559,228962,28575,0.176627563,0.141525809,325000,10000,0.05
1130,98065,280700,43957,0.844086213,0.539015401,325000,10000,0.05
1131,12119,19638,21115,16.44164375,1.529154629,325000,10000,0.05
1132,183186,49450,8304,3.070050556,1.828203276,325000,10000,0.05
1133,6069,86943,29606,3.783294802,1.11102817,325000,10000,0.05
1134,203448,318264,15669,0.413342382,0.839568575,325000,10000,0.05
1135,46893,61963,27691,4.649661895,1.040435521,325000,10000,0.05
1136,262452,9240,6094,7.851515152,1.190482442,325000,10000,0.05
1137,189237,162080,29401,0.899327493,0.495775654,325000,10000,0.05
1138,19294,157448,33644,2.005144556,0.93837237,325000,10000,0.05
1139,182001,315020,43312,0.485680274,0.353248522,325000,10000,0.05
1140,298090,153222,49494,0.2408923,0.074574696,325000,10000,0.05
1141,59611,284919,32788,0.966551897,0.839907893,325000,10000,0.05
1142,233190,23666,44286,4.301952168,0.229892065,325000,10000,0.05
1143,93995,158126,43491,1.524132654,0.554149134,325000,10000,0.05
